Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Tzo-CMal_021-Ex1-6B-lcwgs-1-2-L8-clmp.fp2_r2_screen	12168.0	1238.0	942.0	945.0	607.0	141.0	116.0	43.0	1.0	0.0	39002.0	1314582.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L3-clmp.fp2_r1_screen	19322.0	2266.0	1587.0	1632.0	1207.0	311.0	279.0	100.0	1.0	0.0	68790.0	2499464.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L3-clmp.fp2_r2_screen	19264.0	2161.0	1571.0	1578.0	1170.0	256.0	227.0	81.0	6.0	0.0	69700.0	2498945.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L4-clmp.fp2_r1_screen	19187.0	2267.0	1495.0	1652.0	1176.0	286.0	250.0	81.0	1.0	0.0	67576.0	2480575.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L4-clmp.fp2_r2_screen	19096.0	2275.0	1499.0	1517.0	1143.0	269.0	250.0	83.0	1.0	0.0	69126.0	2479287.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L5-clmp.fp2_r1_screen	19497.0	2310.0	1641.0	1670.0	1127.0	274.0	273.0	94.0	2.0	0.0	69129.0	2527393.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L5-clmp.fp2_r2_screen	19697.0	2251.0	1617.0	1673.0	1144.0	272.0	231.0	90.0	1.0	0.0	70091.0	2526343.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L6-clmp.fp2_r1_screen	19589.0	2238.0	1637.0	1667.0	1157.0	268.0	255.0	72.0	2.0	0.0	69811.0	2538065.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L6-clmp.fp2_r2_screen	19578.0	2243.0	1561.0	1629.0	1100.0	237.0	241.0	83.0	2.0	0.0	70813.0	2537274.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L7-clmp.fp2_r1_screen	19605.0	2240.0	1528.0	1746.0	1226.0	282.0	299.0	86.0	0.0	0.0	68865.0	2516558.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L7-clmp.fp2_r2_screen	19514.0	2193.0	1580.0	1673.0	1141.0	266.0	243.0	88.0	2.0	0.0	70222.0	2515513.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L8-clmp.fp2_r1_screen	18530.0	2227.0	1528.0	1527.0	1129.0	262.0	275.0	81.0	3.0	0.0	65558.0	2384966.0
Tzo-CMal_022-Ex1-6C-lcwgs-1-2-L8-clmp.fp2_r2_screen	18371.0	2106.0	1553.0	1571.0	1086.0	264.0	231.0	101.0	5.0	0.0	66823.0	2383975.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L3-clmp.fp2_r1_screen	9957.0	1034.0	718.0	826.0	524.0	119.0	131.0	55.0	0.0	0.0	36672.0	1179332.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L3-clmp.fp2_r2_screen	9995.0	977.0	715.0	766.0	507.0	129.0	134.0	45.0	0.0	0.0	36768.0	1179332.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L4-clmp.fp2_r1_screen	9926.0	1069.0	747.0	824.0	540.0	131.0	112.0	46.0	0.0	0.0	36490.0	1175770.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L4-clmp.fp2_r2_screen	9883.0	1013.0	732.0	824.0	479.0	128.0	104.0	56.0	0.0	0.0	36911.0	1175525.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L5-clmp.fp2_r1_screen	9895.0	964.0	763.0	794.0	502.0	137.0	95.0	43.0	0.0	0.0	36421.0	1175417.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L5-clmp.fp2_r2_screen	9969.0	932.0	736.0	809.0	512.0	130.0	113.0	49.0	1.0	0.0	36853.0	1174927.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L6-clmp.fp2_r1_screen	10123.0	1047.0	728.0	764.0	532.0	136.0	107.0	49.0	0.0	0.0	36884.0	1187212.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L6-clmp.fp2_r2_screen	10131.0	1054.0	676.0	808.0	479.0	122.0	97.0	35.0	0.0	0.0	37216.0	1186964.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L7-clmp.fp2_r1_screen	10084.0	1033.0	723.0	775.0	503.0	108.0	102.0	37.0	0.0	0.0	36909.0	1181921.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L7-clmp.fp2_r2_screen	10371.0	1010.0	724.0	764.0	472.0	150.0	117.0	45.0	2.0	0.0	37482.0	1181058.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L8-clmp.fp2_r1_screen	9459.0	973.0	692.0	804.0	484.0	125.0	94.0	41.0	1.0	0.0	35318.0	1131141.0
Tzo-CMal_023-Ex1-6D-lcwgs-1-2-L8-clmp.fp2_r2_screen	9431.0	956.0	751.0	789.0	498.0	102.0	95.0	49.0	0.0	0.0	35792.0	1130669.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L3-clmp.fp2_r1_screen	11181.0	1050.0	941.0	900.0	502.0	161.0	115.0	43.0	1.0	0.0	40875.0	1197464.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L3-clmp.fp2_r2_screen	11271.0	1079.0	983.0	918.0	480.0	160.0	91.0	60.0	1.0	0.0	41228.0	1196962.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L4-clmp.fp2_r1_screen	11103.0	1067.0	999.0	901.0	512.0	157.0	125.0	44.0	0.0	0.0	41032.0	1195501.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L4-clmp.fp2_r2_screen	11089.0	1036.0	1020.0	883.0	481.0	152.0	119.0	43.0	2.0	0.0	41615.0	1195001.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L5-clmp.fp2_r1_screen	10912.0	1098.0	920.0	880.0	474.0	131.0	121.0	60.0	0.0	0.0	40141.0	1194944.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L5-clmp.fp2_r2_screen	10978.0	1078.0	984.0	870.0	488.0	130.0	102.0	35.0	2.0	0.0	40944.0	1194070.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L6-clmp.fp2_r1_screen	11067.0	1095.0	923.0	840.0	463.0	146.0	109.0	55.0	1.0	0.0	40734.0	1207269.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L6-clmp.fp2_r2_screen	11190.0	1094.0	913.0	870.0	472.0	151.0	113.0	42.0	1.0	0.0	41471.0	1206385.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L7-clmp.fp2_r1_screen	11062.0	1023.0	979.0	946.0	502.0	121.0	117.0	45.0	0.0	0.0	40908.0	1198864.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L7-clmp.fp2_r2_screen	11151.0	1055.0	970.0	881.0	529.0	154.0	114.0	44.0	2.0	0.0	41431.0	1198236.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L8-clmp.fp2_r1_screen	10631.0	1012.0	914.0	810.0	496.0	144.0	121.0	45.0	0.0	0.0	38764.0	1144728.0
Tzo-CMal_025-Ex1-6F-lcwgs-1-2-L8-clmp.fp2_r2_screen	10773.0	1015.0	918.0	821.0	480.0	146.0	89.0	40.0	1.0	0.0	39493.0	1143889.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L3-clmp.fp2_r1_screen	24774.0	2456.0	1361.0	1986.0	1227.0	341.0	257.0	97.0	0.0	0.0	79483.0	2632670.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L3-clmp.fp2_r2_screen	25009.0	2528.0	1315.0	2027.0	1208.0	317.0	278.0	93.0	1.0	0.0	80304.0	2631572.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L4-clmp.fp2_r1_screen	24599.0	2496.0	1324.0	1951.0	1171.0	321.0	274.0	81.0	3.0	0.0	78475.0	2622493.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L4-clmp.fp2_r2_screen	24654.0	2568.0	1347.0	2033.0	1191.0	320.0	253.0	101.0	3.0	0.0	79865.0	2620853.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L5-clmp.fp2_r1_screen	24760.0	2625.0	1396.0	2044.0	1160.0	327.0	272.0	93.0	1.0	0.0	78926.0	2630487.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L5-clmp.fp2_r2_screen	25000.0	2579.0	1382.0	1964.0	1189.0	322.0	267.0	87.0	1.0	0.0	80458.0	2628842.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L6-clmp.fp2_r1_screen	24852.0	2502.0	1345.0	1991.0	1182.0	346.0	285.0	95.0	2.0	0.0	79185.0	2648316.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L6-clmp.fp2_r2_screen	24983.0	2516.0	1361.0	1884.0	1192.0	319.0	225.0	107.0	0.0	0.0	80578.0	2646936.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L7-clmp.fp2_r1_screen	24708.0	2572.0	1310.0	1918.0	1165.0	314.0	300.0	79.0	1.0	0.0	79046.0	2626002.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L7-clmp.fp2_r2_screen	25040.0	2566.0	1336.0	2019.0	1219.0	305.0	259.0	89.0	0.0	0.0	80223.0	2624359.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L8-clmp.fp2_r1_screen	23793.0	2479.0	1311.0	1883.0	1187.0	329.0	251.0	90.0	2.0	0.0	76185.0	2514678.0
Tzo-CMal_026-Ex1-6G-lcwgs-1-2-L8-clmp.fp2_r2_screen	24191.0	2464.0	1305.0	1867.0	1115.0	332.0	213.0	71.0	4.0	0.0	77259.0	2513367.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L3-clmp.fp2_r1_screen	26990.0	3219.0	1547.0	2318.0	1700.0	403.0	335.0	104.0	5.0	0.0	89521.0	3551462.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L3-clmp.fp2_r2_screen	27208.0	3266.0	1492.0	2253.0	1582.0	376.0	336.0	102.0	0.0	0.0	90263.0	3550726.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L4-clmp.fp2_r1_screen	26758.0	3307.0	1525.0	2212.0	1628.0	359.0	322.0	104.0	5.0	0.0	88141.0	3511914.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L4-clmp.fp2_r2_screen	26727.0	3237.0	1454.0	2140.0	1565.0	376.0	381.0	99.0	0.0	0.0	89837.0	3510459.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L5-clmp.fp2_r1_screen	27353.0	3404.0	1487.0	2276.0	1648.0	324.0	355.0	95.0	3.0	0.0	89663.0	3575358.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L5-clmp.fp2_r2_screen	27330.0	3272.0	1508.0	2235.0	1577.0	371.0	343.0	99.0	7.0	0.0	91347.0	3573877.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L6-clmp.fp2_r1_screen	27317.0	3323.0	1525.0	2293.0	1712.0	398.0	357.0	99.0	4.0	0.0	90390.0	3587387.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L6-clmp.fp2_r2_screen	27362.0	3255.0	1524.0	2359.0	1675.0	364.0	321.0	86.0	2.0	0.0	91585.0	3586272.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L7-clmp.fp2_r1_screen	27304.0	3135.0	1507.0	2236.0	1605.0	386.0	374.0	109.0	5.0	0.0	89448.0	3550515.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L7-clmp.fp2_r2_screen	27244.0	3261.0	1465.0	2231.0	1586.0	370.0	355.0	99.0	3.0	0.0	90965.0	3549045.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L8-clmp.fp2_r1_screen	25555.0	3134.0	1448.0	2080.0	1511.0	332.0	351.0	113.0	3.0	0.0	85464.0	3398800.0
Tzo-CMal_028-Ex1-7A-lcwgs-1-2-L8-clmp.fp2_r2_screen	26005.0	2954.0	1457.0	2136.0	1553.0	370.0	286.0	104.0	1.0	0.0	86885.0	3397040.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L3-clmp.fp2_r1_screen	8863.0	890.0	503.0	730.0	436.0	98.0	106.0	39.0	0.0	0.0	34495.0	975066.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L3-clmp.fp2_r2_screen	8924.0	864.0	502.0	717.0	453.0	114.0	85.0	44.0	1.0	0.0	34864.0	974658.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L4-clmp.fp2_r1_screen	8849.0	861.0	501.0	675.0	448.0	114.0	83.0	49.0	4.0	0.0	33823.0	972687.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L4-clmp.fp2_r2_screen	8957.0	896.0	536.0	673.0	456.0	115.0	79.0	43.0	0.0	0.0	34162.0	972177.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L5-clmp.fp2_r1_screen	8951.0	911.0	530.0	733.0	479.0	121.0	90.0	36.0	2.0	0.0	33537.0	970041.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L5-clmp.fp2_r2_screen	8863.0	900.0	531.0	721.0	433.0	119.0	84.0	41.0	1.0	0.0	34205.0	969533.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L6-clmp.fp2_r1_screen	9046.0	882.0	521.0	734.0	476.0	125.0	82.0	41.0	1.0	0.0	33896.0	978893.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L6-clmp.fp2_r2_screen	8958.0	890.0	542.0	736.0	466.0	115.0	94.0	32.0	2.0	0.0	34379.0	978483.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L7-clmp.fp2_r1_screen	8893.0	898.0	550.0	717.0	430.0	114.0	97.0	36.0	2.0	0.0	33641.0	969786.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L7-clmp.fp2_r2_screen	8934.0	861.0	524.0	738.0	441.0	108.0	80.0	35.0	1.0	0.0	34367.0	969075.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L8-clmp.fp2_r1_screen	8474.0	884.0	512.0	706.0	422.0	110.0	100.0	45.0	0.0	0.0	32484.0	923894.0
Tzo-CMal_029-Ex1-7B-lcwgs-1-2-L8-clmp.fp2_r2_screen	8492.0	827.0	496.0	650.0	428.0	106.0	88.0	45.0	1.0	0.0	32991.0	923507.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L3-clmp.fp2_r1_screen	13264.0	1542.0	1802.0	1133.0	707.0	188.0	170.0	76.0	2.0	0.0	46675.0	1641701.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L3-clmp.fp2_r2_screen	13287.0	1517.0	1784.0	1081.0	718.0	162.0	141.0	57.0	2.0	0.0	47493.0	1641018.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L4-clmp.fp2_r1_screen	13248.0	1430.0	1866.0	1064.0	811.0	165.0	187.0	59.0	1.0	0.0	46509.0	1627383.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L4-clmp.fp2_r2_screen	13363.0	1432.0	1857.0	1054.0	743.0	184.0	165.0	65.0	0.0	0.0	46984.0	1626876.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L5-clmp.fp2_r1_screen	13228.0	1512.0	1781.0	1110.0	665.0	185.0	152.0	70.0	2.0	0.0	46687.0	1641953.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L5-clmp.fp2_r2_screen	13248.0	1537.0	1752.0	1160.0	699.0	185.0	153.0	57.0	1.0	0.0	47453.0	1641100.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L6-clmp.fp2_r1_screen	13257.0	1438.0	1706.0	1129.0	681.0	173.0	147.0	53.0	0.0	0.0	47038.0	1652220.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L6-clmp.fp2_r2_screen	13611.0	1464.0	1691.0	1113.0	685.0	181.0	163.0	55.0	1.0	0.0	47861.0	1651017.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L7-clmp.fp2_r1_screen	13314.0	1419.0	1733.0	1130.0	704.0	193.0	171.0	54.0	2.0	0.0	46618.0	1636164.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L7-clmp.fp2_r2_screen	13406.0	1477.0	1681.0	1073.0	734.0	185.0	158.0	50.0	0.0	0.0	47425.0	1635313.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L8-clmp.fp2_r1_screen	12692.0	1402.0	1683.0	1050.0	699.0	169.0	165.0	62.0	2.0	0.0	44649.0	1554292.0
Tzo-CMal_030-Ex1-7C-lcwgs-1-2-L8-clmp.fp2_r2_screen	12701.0	1420.0	1684.0	1058.0	684.0	159.0	147.0	55.0	0.0	0.0	45474.0	1553483.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L3-clmp.fp2_r1_screen	6079.0	593.0	489.0	499.0	287.0	79.0	76.0	24.0	1.0	0.0	23603.0	696006.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L3-clmp.fp2_r2_screen	6258.0	607.0	497.0	468.0	275.0	63.0	62.0	20.0	1.0	0.0	23915.0	695570.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L4-clmp.fp2_r1_screen	6145.0	564.0	539.0	494.0	289.0	73.0	59.0	21.0	0.0	0.0	23195.0	693308.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L4-clmp.fp2_r2_screen	6056.0	599.0	520.0	486.0	274.0	65.0	59.0	27.0	0.0	0.0	23438.0	693163.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L5-clmp.fp2_r1_screen	6071.0	600.0	473.0	465.0	292.0	81.0	65.0	24.0	0.0	0.0	23236.0	691706.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L5-clmp.fp2_r2_screen	6271.0	620.0	467.0	480.0	276.0	75.0	62.0	33.0	0.0	0.0	23312.0	691417.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L6-clmp.fp2_r1_screen	6095.0	599.0	505.0	514.0	271.0	94.0	66.0	21.0	1.0	0.0	23300.0	696911.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L6-clmp.fp2_r2_screen	6169.0	566.0	468.0	482.0	302.0	94.0	72.0	21.0	0.0	0.0	23802.0	696401.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L7-clmp.fp2_r1_screen	6180.0	580.0	482.0	489.0	291.0	77.0	67.0	33.0	0.0	0.0	23203.0	693816.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L7-clmp.fp2_r2_screen	6177.0	599.0	526.0	476.0	300.0	63.0	69.0	21.0	0.0	0.0	23534.0	693453.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L8-clmp.fp2_r1_screen	5846.0	600.0	498.0	455.0	286.0	85.0	64.0	17.0	2.0	0.0	22381.0	661618.0
Tzo-CMal_031-Ex1-7D-lcwgs-1-2-L8-clmp.fp2_r2_screen	5846.0	601.0	528.0	472.0	287.0	69.0	83.0	26.0	2.0	0.0	22597.0	661341.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L3-clmp.fp2_r1_screen	14622.0	1403.0	853.0	1136.0	660.0	191.0	140.0	56.0	1.0	0.0	50818.0	1503988.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L3-clmp.fp2_r2_screen	14589.0	1441.0	921.0	1138.0	690.0	179.0	152.0	57.0	0.0	0.0	51658.0	1503043.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L4-clmp.fp2_r1_screen	14672.0	1358.0	856.0	1085.0	617.0	162.0	143.0	61.0	0.0	0.0	50659.0	1498225.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L4-clmp.fp2_r2_screen	14685.0	1375.0	902.0	1130.0	617.0	165.0	151.0	52.0	1.0	0.0	51162.0	1497598.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L5-clmp.fp2_r1_screen	14716.0	1396.0	914.0	1157.0	664.0	184.0	157.0	42.0	1.0	0.0	50454.0	1496269.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L5-clmp.fp2_r2_screen	14562.0	1426.0	906.0	1116.0	638.0	182.0	144.0	45.0	0.0	0.0	51293.0	1495642.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L6-clmp.fp2_r1_screen	14616.0	1415.0	912.0	1189.0	662.0	186.0	157.0	50.0	1.0	0.0	50547.0	1507979.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L6-clmp.fp2_r2_screen	14707.0	1336.0	889.0	1089.0	612.0	191.0	146.0	58.0	1.0	0.0	51180.0	1507505.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L7-clmp.fp2_r1_screen	14482.0	1394.0	880.0	1101.0	619.0	188.0	139.0	65.0	1.0	0.0	50134.0	1495689.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L7-clmp.fp2_r2_screen	14532.0	1355.0	911.0	1101.0	639.0	175.0	136.0	59.0	1.0	0.0	51033.0	1494750.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L8-clmp.fp2_r1_screen	13760.0	1317.0	826.0	1053.0	657.0	184.0	137.0	55.0	3.0	0.0	48378.0	1431811.0
Tzo-CMal_032-Ex1-7E-lcwgs-1-2-L8-clmp.fp2_r2_screen	13721.0	1312.0	857.0	1095.0	639.0	149.0	141.0	55.0	0.0	0.0	48850.0	1431362.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L3-clmp.fp2_r1_screen	14002.0	1280.0	826.0	1119.0	636.0	188.0	135.0	63.0	1.0	0.0	51182.0	1466655.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L3-clmp.fp2_r2_screen	14128.0	1321.0	859.0	1112.0	635.0	151.0	125.0	44.0	2.0	0.0	51669.0	1466041.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L4-clmp.fp2_r1_screen	13879.0	1323.0	826.0	1137.0	644.0	173.0	119.0	52.0	2.0	0.0	51506.0	1457982.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L4-clmp.fp2_r2_screen	14129.0	1319.0	815.0	1111.0	637.0	179.0	135.0	56.0	4.0	0.0	51734.0	1457524.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L5-clmp.fp2_r1_screen	14133.0	1338.0	793.0	1151.0	593.0	189.0	135.0	51.0	0.0	0.0	51114.0	1457898.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L5-clmp.fp2_r2_screen	14097.0	1283.0	814.0	1105.0	597.0	178.0	130.0	67.0	2.0	0.0	51988.0	1457134.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L6-clmp.fp2_r1_screen	13933.0	1291.0	856.0	1128.0	590.0	164.0	143.0	61.0	0.0	0.0	50732.0	1468983.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L6-clmp.fp2_r2_screen	14151.0	1374.0	805.0	1131.0	665.0	160.0	118.0	71.0	2.0	0.0	51651.0	1467753.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L7-clmp.fp2_r1_screen	14179.0	1262.0	839.0	1122.0	637.0	176.0	128.0	51.0	2.0	0.0	50900.0	1460407.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L7-clmp.fp2_r2_screen	14129.0	1307.0	867.0	1142.0	608.0	165.0	133.0	61.0	0.0	0.0	51955.0	1459336.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L8-clmp.fp2_r1_screen	13575.0	1239.0	764.0	1095.0	606.0	175.0	142.0	61.0	1.0	0.0	49233.0	1396804.0
Tzo-CMal_033-Ex1-7F-lcwgs-1-2-L8-clmp.fp2_r2_screen	13606.0	1202.0	780.0	1104.0	588.0	159.0	107.0	52.0	1.0	0.0	50024.0	1396072.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L3-clmp.fp2_r1_screen	37170.0	3757.0	2142.0	3030.0	1748.0	500.0	382.0	146.0	4.0	0.0	122362.0	3668233.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L3-clmp.fp2_r2_screen	37435.0	3682.0	2141.0	3050.0	1792.0	481.0	412.0	134.0	5.0	0.0	124029.0	3666313.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L4-clmp.fp2_r1_screen	36808.0	3675.0	2079.0	3057.0	1764.0	487.0	408.0	138.0	4.0	0.0	121435.0	3647099.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L4-clmp.fp2_r2_screen	36764.0	3653.0	2091.0	3005.0	1741.0	492.0	391.0	136.0	3.0	0.0	123106.0	3645572.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L5-clmp.fp2_r1_screen	37012.0	3683.0	2042.0	3056.0	1737.0	459.0	399.0	155.0	5.0	0.0	121818.0	3658062.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L5-clmp.fp2_r2_screen	37439.0	3594.0	2012.0	3004.0	1704.0	498.0	391.0	123.0	5.0	0.0	123510.0	3656148.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L6-clmp.fp2_r1_screen	37539.0	3592.0	2085.0	2913.0	1770.0	491.0	397.0	122.0	5.0	0.0	121724.0	3672559.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L6-clmp.fp2_r2_screen	37142.0	3708.0	2035.0	2948.0	1732.0	464.0	377.0	122.0	1.0	0.0	123262.0	3671406.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L7-clmp.fp2_r1_screen	36605.0	3490.0	2083.0	2871.0	1715.0	544.0	410.0	136.0	6.0	0.0	121105.0	3627999.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L7-clmp.fp2_r2_screen	37626.0	3584.0	2102.0	3025.0	1732.0	457.0	398.0	139.0	3.0	0.0	122937.0	3624961.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L8-clmp.fp2_r1_screen	35522.0	3521.0	2006.0	2823.0	1596.0	469.0	381.0	146.0	6.0	0.0	117075.0	3462729.0
Tzo-CMal_034-Ex1-7G-lcwgs-1-2-L8-clmp.fp2_r2_screen	35636.0	3509.0	2054.0	2855.0	1625.0	481.0	384.0	136.0	1.0	0.0	118678.0	3460915.0
Tzo-CMal_035-Ex1-7H-lcwgs-1-2-L3-clmp.fp2_r1_screen	30509.0	3309.0	1505.0	2602.0	1728.0	416.0	363.0	163.0	4.0	0.0	107075.0	3368352.0
Tzo-CMal_035-Ex1-7H-lcwgs-1-2-L3-clmp.fp2_r2_screen	30635.0	3287.0	1530.0	2593.0	1666.0	414.0	344.0	139.0	6.0	0.0	108114.0	3367298.0
Tzo-CMal_035-Ex1-7H-lcwgs-1-2-L4-clmp.fp2_r1_screen	29996.0	3228.0	1424.0	2446.0	1698.0	402.0	342.0	143.0	2.0	0.0	106706.0	3330735.0
Tzo-CMal_035-Ex1-7H-lcwgs-1-2-L4-clmp.fp2_r2_screen	30320.0	3193.0	1404.0	2498.0	1692.0	408.0	337.0	128.0	6.0	0.0	107444.0	3329692.0
Tzo-CMal_035-Ex1-7H-lcwgs-1-2-L5-clmp.fp2_r1_screen	30443.0	3332.0	1556.0	2570.0	1698.0	405.0	358.0	150.0	6.0	0.0	106826.0	3369219.0
